ADD,1758742200000860311,A,8058566314544,64830000000,1
ADD,1758742200093784155,B,8058566314579,64820000000,1
ADD,1758742200400153319,B,8058566314621,64830000000,3
ADD,1758742200400477971,B,8058566314622,64820000000,2
ADD,1758742200400484563,B,8058566314624,64820000000,1
ADD,1758742200400569155,A,8058566314633,64840000000,1
ADD,1758742200400587451,A,8058566314639,64840000000,1
ADD,1758742200400611643,A,8058566314641,64840000000,1
ADD,1758742200400634277,B,8058566314643,64820000000,3
ADD,1758742200400680529,B,8058566314644,64830000000,1
ADD,1758742200400722919,B,8058566314645,64830000000,1
ADD,1758742200401298643,B,8058566314647,64800000000,1
ADD,1758742200404766703,A,8058566314689,64840000000,1
ADD,1758742200404808405,B,8058566314690,64830000000,1
ADD,1758742200410522069,A,8058566314696,64830000000,2
ADD,1758742200410671921,A,8058566314709,64840000000,1
ADD,1758742200410701201,A,8058566314710,64840000000,1
ADD,1758742200410740329,A,8058566314711,64840000000,1
ADD,1758742200411522059,A,8058566314722,64830000000,1
ADD,1758742200411639307,A,8058566314723,64840000000,1
ADD,1758742200412135413,A,8058566314726,64830000000,2
ADD,1758742200412171817,A,8058566314728,64830000000,1
ADD,1758742200457666111,A,8058566314750,64830000000,1
ADD,1758742200853205783,A,8058566314782,64830000000,3
ADD,1758742200855602719,A,8058566314797,64830000000,1
ADD,1758742200856398255,A,8058566314803,64860000000,1
ADD,1758742200926263687,A,8058566314816,64830000000,2
ADD,1758742200998056981,A,8058566314818,64830000000,1
ADD,1758742200998078869,A,8058566314820,64830000000,1
ADD,1758742200998401741,A,8058566314826,64830000000,1
ADD,1758742200998781769,A,8058566314832,64830000000,1
ADD,1758742200998789159,A,8058566314833,64830000000,1
ADD,1758742200999538157,A,8058566314835,64830000000,1
ADD,1758742201000048607,B,8058566314839,64820000000,1
ADD,1758742201000204003,A,8058566314841,64830000000,1
ADD,1758742201000825213,B,8058566314852,64820000000,1
ADD,1758742201003866837,B,8058566314853,64820000000,1
ADD,1758742201109114159,B,8058566314879,64790000000,2
ADD,1758742201209105749,B,8058566314889,64780000000,2
ADD,1758742201428872449,B,8058566314905,64820000000,1
ADD,1758742201520251767,B,8058566314917,64810000000,2
ADD,1758742201520252517,B,8058566314921,64820000000,2
ADD,1758742201520257787,B,8058566314930,64820000000,1
ADD,1758742201521103337,B,8058566314950,64820000000,1
ADD,1758742201570616551,B,8058566314979,64820000000,5
ADD,1758742201709117843,B,8058566314994,64800000000,2
ADD,1758742201709121643,B,8058566314995,64790000000,2
ADD,1758742201989510781,A,8058566315040,64840000000,1
ADD,1758742201989676893,A,8058566315047,64840000000,1
ADD,1758742201989680309,B,8058566315049,64830000000,1
ADD,1758742201990074353,B,8058566315054,64830000000,1
ADD,1758742201990086833,B,8058566315055,64800000000,1
ADD,1758742201990581979,B,8058566315063,64830000000,2
ADD,1758742201990663443,B,8058566315072,64830000000,2
ADD,1758742201992375909,A,8058566315091,64840000000,1
ADD,1758742201992828837,A,8058566315093,64840000000,1
ADD,1758742201993193947,B,8058566315094,64830000000,1
ADD,1758742201995116741,A,8058566315118,64840000000,1
ADD,1758742201996058557,A,8058566315123,64830000000,1
ADD,1758742201998271511,B,8058566315140,64820000000,1
ADD,1758742201998569921,A,8058566315148,64830000000,1
ADD,1758742201998588265,A,8058566315151,64830000000,2
ADD,1758742201998606747,A,8058566315154,64830000000,1
ADD,1758742201998641785,A,8058566315156,64830000000,2
ADD,1758742201998641959,A,8058566315157,64830000000,1
ADD,1758742202048374791,B,8058566315208,64820000000,5
ADD,1758742204547585373,A,8058566315368,65050000000,1
ADD,1758742211345300899,B,8058566315610,64830000000,2
ADD,1758742211345639399,B,8058566315615,64820000000,2
ADD,1758742211345665491,B,8058566315620,64820000000,1
ADD,1758742211345669083,A,8058566315621,64840000000,1
ADD,1758742211345712415,B,8058566315625,64830000000,2
ADD,1758742211345726027,B,8058566315626,64830000000,1
ADD,1758742211345763599,B,8058566315628,64820000000,3
ADD,1758742211345784681,B,8058566315630,64830000000,2
ADD,1758742211345784857,B,8058566315631,64830000000,1
ADD,1758742211345818393,B,8058566315632,64830000000,1
ADD,1758742211347763287,B,8058566315658,64830000000,1
ADD,1758742211349191685,B,8058566315665,64820000000,1
ADD,1758742211349237975,B,8058566315666,64820000000,1
ADD,1758742211349265735,B,8058566315667,64820000000,1
ADD,1758742211350671805,B,8058566315674,64800000000,1
ADD,1758742211351820395,B,8058566315677,64830000000,1
ADD,1758742211375423527,A,8058566315687,64850000000,1
ADD,1758742211378298849,A,8058566315689,64840000000,1
ADD,1758742212379732257,A,8058566315833,64840000000,1
ADD,1758742212379906393,A,8058566315834,64840000000,1
ADD,1758742212380081259,A,8058566315835,64840000000,1
ADD,1758742212426480909,A,8058566315883,64830000000,3
ADD,1758742212426705675,A,8058566315884,64840000000,1
ADD,1758742212426715503,A,8058566315889,64830000000,1
ADD,1758742216286627765,A,8058566316031,64840000000,1
ADD,1758742216286665111,B,8058566316035,64820000000,1
ADD,1758742217199058545,A,8058566316078,64840000000,1
ADD,1758742218162002195,A,8058566316117,64840000000,1
ADD,1758742219837502365,A,8058566316187,64830000000,2
ADD,1758742219837721525,A,8058566316189,64830000000,1
ADD,1758742219838199851,A,8058566316194,64840000000,1
ADD,1758742219888333355,A,8058566316199,64830000000,1
ADD,1758742219888519355,B,8058566316201,64830000000,1
ADD,1758742219888878841,A,8058566316205,64840000000,1
ADD,1758742219889468581,B,8058566316211,64800000000,1
ADD,1758742221332291967,A,8058566316347,64840000000,1
ADD,1758742221332320613,A,8058566316348,64840000000,1
ADD,1758742221332383911,A,8058566316349,64840000000,1
ADD,1758742221332504215,A,8058566316350,64840000000,1
ADD,1758742222403122069,A,8058566316388,64840000000,1
ADD,1758742224859417101,A,8058566316473,64840000000,1
ADD,1758742226085376981,A,8058566316525,64840000000,1
ADD,1758742226548911745,B,8058566316563,64830000000,1
ADD,1758742226549847723,B,8058566316595,64830000000,1
ADD,1758742226550275577,B,8058566316599,64800000000,1
ADD,1758742226554982479,A,8058566316632,64840000000,1
ADD,1758742226558648449,A,8058566316638,64840000000,1
ADD,1758742226605268729,A,8058566316659,64840000000,1
ADD,1758742226605402105,A,8058566316661,64840000000,1
ADD,1758742226605454809,A,8058566316662,64840000000,1
ADD,1758742226605647971,A,8058566316665,64840000000,1
ADD,1758742226611190555,A,8058566316669,64840000000,1
ADD,1758742234352881711,B,8058566317040,64830000000,2
ADD,1758742234353178837,A,8058566317050,64840000000,1
ADD,1758742234353194773,A,8058566317051,64840000000,1
ADD,1758742234353203431,B,8058566317052,64830000000,1
ADD,1758742234353257515,A,8058566317054,64830000000,2
ADD,1758742234353257695,A,8058566317055,64830000000,1
ADD,1758742234353626773,A,8058566317060,64830000000,2
ADD,1758742234353693797,B,8058566317062,64800000000,1
ADD,1758742234354009525,A,8058566317067,64830000000,1
ADD,1758742234354565303,B,8058566317078,64830000000,1
ADD,1758742234354577225,A,8058566317079,64830000000,1
ADD,1758742234355479989,B,8058566317092,64820000000,1
ADD,1758742234355612407,B,8058566317099,64830000000,1
ADD,1758742234356145569,B,8058566317107,64820000000,1
ADD,1758742234356268135,A,8058566317112,64830000000,1
ADD,1758742234357618719,B,8058566317120,64820000000,1
ADD,1758742234664047861,A,8058566317159,64840000000,1
ADD,1758742234668483209,A,8058566317162,64830000000,2
ADD,1758742234668486167,A,8058566317163,64830000000,2
ADD,1758742234668771869,A,8058566317168,64830000000,1
ADD,1758742234670471551,A,8058566317181,64830000000,1
ADD,1758742235013741873,B,8058566317207,64820000000,1
ADD,1758742235792971665,A,8058566317233,64830000000,1
ADD,1758742235793021813,A,8058566317236,64830000000,2
ADD,1758742235793096729,A,8058566317237,64830000000,1
ADD,1758742235909236227,B,8058566317244,64800000000,2
ADD,1758742240215027601,B,8058566317319,64830000000,1
ADD,1758742240215431147,B,8058566317325,64820000000,1
ADD,1758742240215531809,A,8058566317329,64840000000,1
